,age,gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
314,27,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
698,31,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
1000,25,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
807,36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
304,37,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
1104,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1116,40,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
100,26,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
347,54,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
742,39,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
684,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
450,43,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
800,29,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
41,35,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
956,30,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
499,34,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
640,36,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
781,33,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
1235,23,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
643,57,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
827,40,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
572,27,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
1232,25,1.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
426,24,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1215,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1014,31,1.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
1011,33,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1111,29,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
323,24,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
421,26,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
547,36,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
577,33,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
235,25,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
237,34,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
750,33,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1117,46,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
517,38,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
708,37,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1250,30,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
1076,43,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
848,40,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
407,33,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
1088,32,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
863,33,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
867,39,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
569,38,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
878,23,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
98,33,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
703,23,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
586,27,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1038,34,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
726,21,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1060,29,0.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
384,26,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
326,30,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
242,33,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
470,31,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
1093,25,1.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
688,28,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
855,25,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0
675,28,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
19,36,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1145,26,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,29,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
1144,23,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
1026,25,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0
1095,36,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
660,20,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
300,23,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
57,24,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0
231,41,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
873,39,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1097,40,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
270,30,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
197,26,1.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
76,25,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
812,35,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
51,33,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
996,39,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
502,32,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1151,26,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4,31,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0
796,32,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
994,20,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
315,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
287,18,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
1223,23,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
1059,28,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
1086,41,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
928,25,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
111,28,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
1212,34,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
593,41,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1029,34,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1096,24,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
382,31,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
737,33,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
135,39,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
345,25,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
61,26,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
396,48,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358,34,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
667,24,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,27,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
864,46,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
373,32,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
1107,26,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
535,27,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
815,39,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
96,24,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
214,32,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
3,31,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
856,51,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
529,31,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
254,24,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
488,26,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
1172,40,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0
600,29,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
442,41,1.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
327,25,1.0,0.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
674,35,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
692,30,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
824,43,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
752,37,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
480,23,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0
439,29,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
223,28,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
285,27,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
40,24,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
1178,40,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
590,34,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
891,32,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
935,38,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
900,25,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
837,47,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1169,32,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
876,31,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
992,30,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
790,29,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
627,34,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
123,36,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,24,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
506,42,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
538,27,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
516,46,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
709,29,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
791,33,1.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
239,28,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
1103,35,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
773,28,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
194,32,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
1238,28,1.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
192,28,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
346,23,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
236,37,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
990,38,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
